id,s_time,e_time,query,merge_type,length
EMWAP_NCZOV,11.08,15.98,a person opens a door on a doorknob.,Same Scene,29.5
J6P6H_PVAJ8,9.5,17.4,the person starts eating a sandwich.,Same Scene,59.25
J6P6H_PVAJ8,9.5,17.4,person eating a sandwich.,Same Scene,59.25
J6P6H_PVAJ8,17.2,23.0,the person stands up to turn off their light.,Same Scene,59.25
J6P6H_PVAJ8,50.78,59.48,person grab the closet doorknob.,Same Scene,59.25
M5W51_XJU8U,23.0,31.0,person takes food that is next to them.,Same Scene,60.58
M5W51_XJU8U,13.3,26.9,a person sleeping at a table awakens.,Same Scene,60.58
M5W51_XJU8U,31.63,37.03,a person walks through the doorway.,Same Scene,60.58
M5W51_XJU8U,38.73,46.73,the person takes their shoes from the floor.,Same Scene,60.58
M5W51_XJU8U,30.33,37.63,a person opens the door.,Same Scene,60.58
M5W51_XJU8U,30.33,37.63,a person opens the basement door.,Same Scene,60.58
M5W51_XJU8U,48.13,53.93,person closes the door.,Same Scene,60.58
3EHAJ_CHBAS,0.0,7.0,person laughing at the homework that needs to be done.,Same Scene,60.5
3EHAJ_CHBAS,36.82,43.62,the person throws their clothes in a pantry.,Same Scene,60.5
3EHAJ_CHBAS,30.42,37.82,a person is in a bathroom doorway undressing.,Same Scene,60.5
WBS4I_BB25Z,1.0,5.4,person turns on the light.,Same Scene,62.17
WBS4I_BB25Z,1.0,5.4,person turns on a light.,Same Scene,62.17
WBS4I_BB25Z,38.6,44.7,person lying on a bed stand up.,Same Scene,62.17
8M0ZV_20YRU_B2NBR,27.5,31.0,a second person walks in drinking a glass of water.,Same Scene,91.08
8M0ZV_20YRU_B2NBR,27.5,31.0,another person walks in drinking a glass of water.,Same Scene,91.08
8M0ZV_20YRU_B2NBR,30.08,39.98,person holding a box.,Same Scene,91.08
8M0ZV_20YRU_B2NBR,60.58,68.88,a person runs back.,Same Scene,91.08
8M0ZV_20YRU_B2NBR,60.58,68.88,a man is running through the hallway.,Same Scene,91.08
EI17N_R0OLR,2.8,9.6,another person is smiling.,Same Scene,60.71
EI17N_R0OLR,30.25,39.55,person takes towel off.,Same Scene,60.71
EI17N_R0OLR,45.95,55.15,person throws the blanket on a table.,Same Scene,60.71
EI17N_R0OLR,41.65,49.65,person stops & starts sneezing.,Same Scene,60.71
EI17N_R0OLR,49.95,57.15,a person is running down the hallway holding a blanket.,Same Scene,60.71
EI17N_R0OLR,49.95,57.15,a person wrapped in a blanket runs into the room.,Same Scene,60.71
QQRP2_XE4IA,0.0,11.2,a person is eating food.,Same Scene,60.42
QQRP2_XE4IA,49.67,59.87,person closes a book.,Same Scene,60.42
QQRP2_XE4IA,49.67,59.87,person close their book.,Same Scene,60.42
LNR61_01K8X_KAHM2,12.7,19.0,person holding a towel.,Same Scene,97.92
LNR61_01K8X_KAHM2,60.52,64.92,person opening the door.,Same Scene,97.92
LNR61_01K8X_KAHM2,73.14,82.54,a person washes their hands in the sink.,Same Scene,97.92
8EU89_SN85M,1.9,7.6,a person opens the door.,Same Scene,60.91
8EU89_SN85M,13.5,28.2,person begins undressing.,Same Scene,60.91
8EU89_SN85M,5.8,11.5,the person sits on a pillow on a chair.,Same Scene,60.91
8EU89_SN85M,5.8,11.5,person sitting on a chair.,Same Scene,60.91
8EU89_SN85M,55.68,60.68,person throws a box through a doorway.,Same Scene,60.91
8EU89_SN85M,55.68,60.68,a person is throwing a box.,Same Scene,60.91
KHWG2_COPHL_HWYTN,2.1,9.3,person drinking from a glass.,Same Scene,90.75
KHWG2_COPHL_HWYTN,39.55,44.45,person opened a book.,Same Scene,90.75
KHWG2_COPHL_HWYTN,39.55,44.45,person opens book.,Same Scene,90.75
KHWG2_COPHL_HWYTN,33.05,42.95,person is awakening from falling asleep behind desk.,Same Scene,90.75
KHWG2_COPHL_HWYTN,39.55,44.45,person they open up a book on the table.,Same Scene,90.75
KHWG2_COPHL_HWYTN,60.42,64.42,another person runs out the room.,Same Scene,90.75
KHWG2_COPHL_HWYTN,60.42,64.42,another man running past.,Same Scene,90.75
KHWG2_COPHL_HWYTN,60.42,64.42,another person is running in shoes.,Same Scene,90.75
CQPZU_0CGMQ_Q5ZIL,18.0,24.0,person runs out.,Same Scene,97.33
CQPZU_0CGMQ_Q5ZIL,18.0,24.0,person run through.,Same Scene,97.33
CQPZU_0CGMQ_Q5ZIL,11.9,21.1,person opens the door.,Same Scene,97.33
CQPZU_0CGMQ_Q5ZIL,18.0,24.0,person runs through.,Same Scene,97.33
CQPZU_0CGMQ_Q5ZIL,11.9,21.1,person they open the door.,Same Scene,97.33
CQPZU_0CGMQ_Q5ZIL,53.25,58.65,person so they stand up.,Same Scene,97.33
CQPZU_0CGMQ_Q5ZIL,91.49,98.79,person takes the medicine.,Same Scene,97.33
CQPZU_0CGMQ_Q5ZIL,91.49,98.79,person take some medicine.,Same Scene,97.33
CQPZU_0CGMQ_Q5ZIL,64.79,71.49,person they begin sneezing.,Same Scene,97.33
57QKQ_BRJ0H_YLIMP,3.3,10.9,one person opens a window.,Same Scene,118.66
57QKQ_BRJ0H_YLIMP,9.1,16.3,person throws the blanket toward the floor.,Same Scene,118.66
57QKQ_BRJ0H_YLIMP,1.0,12.5,person looks out the window.,Same Scene,118.66
57QKQ_BRJ0H_YLIMP,29.96,34.96,a person is walking through a doorway.,Same Scene,118.66
57QKQ_BRJ0H_YLIMP,55.56,65.96,person holding a dish.,Same Scene,118.66
57QKQ_BRJ0H_YLIMP,34.96,51.46,the person puts some food on their dish.,Same Scene,118.66
57QKQ_BRJ0H_YLIMP,76.78,95.48,person bending down to put their shoes on.,Same Scene,118.66
CPZZ1_H6BT7_IKBYS,2.0,7.2,person running their fingers through their hair.,Same Scene,128.63
CPZZ1_H6BT7_IKBYS,2.0,7.2,a person runs into their bathroom.,Same Scene,128.63
CPZZ1_H6BT7_IKBYS,2.0,7.2,a person runs into a bathroom.,Same Scene,128.63
CPZZ1_H6BT7_IKBYS,64.88,77.08,the person closes the box.,Same Scene,128.63
CPZZ1_H6BT7_IKBYS,64.88,77.08,person closes the box.,Same Scene,128.63
CPZZ1_H6BT7_IKBYS,79.98,100.88,person lays on the floor.,Same Scene,128.63
CPZZ1_H6BT7_IKBYS,46.88,75.78,a person walks through a doorway holding a box.,Same Scene,128.63
CPZZ1_H6BT7_IKBYS,46.88,52.98,the person opens the box.,Same Scene,128.63
CPZZ1_H6BT7_IKBYS,118.96,124.36,a person holds a medicine bottle.,Same Scene,128.63
BUXV4_7NLXI_CXGSD,1.2,8.1,a person is putting shoes inside of a box.,Same Scene,98.3
BUXV4_7NLXI_CXGSD,16.2,23.4,person smiling at their phone.,Same Scene,98.3
BUXV4_7NLXI_CXGSD,15.0,31.9,person holds a phone.,Same Scene,98.3
BUXV4_7NLXI_CXGSD,47.9,57.0,person starts sneezing.,Same Scene,98.3
BUXV4_7NLXI_CXGSD,80.22,94.92,person starts tidying up stray clothes.,Same Scene,98.3
BUXV4_7NLXI_CXGSD,66.92,78.92,person throws a pillow toward the doorway.,Same Scene,98.3
75GKF_CNSMI,0.0,20.2,a person is cooking on the stove.,Same Scene,88.7
75GKF_CNSMI,77.88,84.78,person take off their shoes.,Same Scene,88.7
U4FR1_31TDO,0.0,3.8,the person opens the door.,Same Scene,104.16
U4FR1_31TDO,0.0,3.8,a person opens the door.,Same Scene,104.16
U4FR1_31TDO,57.18,73.68,person turns on light.,Same Scene,104.16
U4FR1_31TDO,81.98,94.28,person sits down at the table.,Same Scene,104.16
U4FR1_31TDO,57.18,73.68,person turns on the light.,Same Scene,104.16
U4FR1_31TDO,81.98,94.28,person sits down at a table.,Same Scene,104.16
U4FR1_31TDO,53.58,77.28,person eats some food.,Same Scene,104.16
U4FR1_31TDO,57.18,73.68,the person turns on the light.,Same Scene,104.16
WCIBT_K0Y6X,2.2,6.8,person throws a bag on the floor.,Same Scene,120.83
WCIBT_K0Y6X,7.4,11.7,person closes the door.,Same Scene,120.83
WCIBT_K0Y6X,2.2,6.8,person throwing a bag on the table.,Same Scene,120.83
WCIBT_K0Y6X,0.0,4.1,person walks through a doorway.,Same Scene,120.83
WCIBT_K0Y6X,0.0,2.6,a person opens a door.,Same Scene,120.83
WCIBT_K0Y6X,62.78,67.08,the person pauses to turn on a light.,Same Scene,120.83
WCIBT_K0Y6X,62.78,67.08,the person turns on the light.,Same Scene,120.83
WCIBT_K0Y6X,75.48,81.28,person opens their laptop to work on it.,Same Scene,120.83
IKZJE_KS29V,23.0,33.8,person takes a photo of the picture.,Same Scene,124.79
IKZJE_KS29V,64.75,70.95,a person is holding a pillow.,Same Scene,124.79
IKZJE_KS29V,64.75,70.95,person holding a pillow.,Same Scene,124.79
293L4_8VWV2_P981O,0.0,19.6,a person is cooking on a stove.,Same Scene,181.21
293L4_8VWV2_P981O,113.25,119.05,person they begin putting their dishes away in the sink.,Same Scene,181.21
293L4_8VWV2_P981O,60.75,84.35,a person is seen eating food at a table.,Same Scene,181.21
293L4_8VWV2_P981O,60.75,84.35,person another eats on the floor.,Same Scene,181.21
293L4_8VWV2_P981O,141.22,151.02,the person closes the door behind the person.,Same Scene,181.21
TPSUY_IO712_ZPAM8,6.7,11.9,a person holding a broom throws it.,Same Scene,151.63
TPSUY_IO712_ZPAM8,38.45,63.25,person starts to read the book.,Same Scene,151.63
TPSUY_IO712_ZPAM8,31.75,37.65,the person closes a window.,Same Scene,151.63
TPSUY_IO712_ZPAM8,37.25,61.45,person sits down at a table.,Same Scene,151.63
TPSUY_IO712_ZPAM8,103.32,110.02,the person takes several drinks from the cup.,Same Scene,151.63
T8DK4_P4UXI,16.3,23.3,person fixing hair.,Same Scene,90.71
T8DK4_P4UXI,0.0,6.3,a person is sitting on the floor smiling.,Same Scene,90.71
T8DK4_P4UXI,0.0,10.5,the person laughs.,Same Scene,90.71
T8DK4_P4UXI,15.7,26.7,person puts the mirror on the shelf.,Same Scene,90.71
T8DK4_P4UXI,15.7,26.7,person putting it on the shelf.,Same Scene,90.71
T8DK4_P4UXI,50.42,62.32,person pours a cup of coffee.,Same Scene,90.71
F8E8C_7UV4O,12.6,26.1,person takes a drink of a glass of water.,Same Scene,64.29
F8E8C_7UV4O,12.6,26.1,person take a drink from a cup on their counter.,Same Scene,64.29
F8E8C_7UV4O,37.73,45.83,a person puts two pillows on a bed.,Same Scene,64.29
1E7VU_ZIWZH_A2EY4,3.1,18.5,a person is putting dishes away.,Same Scene,96.49
1E7VU_ZIWZH_A2EY4,2.7,16.5,a person takes some dishes.,Same Scene,96.49
1E7VU_ZIWZH_A2EY4,17.5,32.0,person they start sneezing.,Same Scene,96.49
1E7VU_ZIWZH_A2EY4,17.5,32.0,person starts sneezing.,Same Scene,96.49
1E7VU_ZIWZH_A2EY4,3.1,18.5,person putting away dishes.,Same Scene,96.49
1E7VU_ZIWZH_A2EY4,31.12,36.32,person close the box.,Same Scene,96.49
1E7VU_ZIWZH_A2EY4,32.72,44.62,a person is sitting on a chair opening a box.,Same Scene,96.49
1E7VU_ZIWZH_A2EY4,80.75,89.35,person snuggles in the blanket.,Same Scene,96.49
1E7VU_ZIWZH_A2EY4,66.45,71.85,the person opens a refrigerator door.,Same Scene,96.49
SYMIR_IA5TC,5.3,14.6,a person is standing in the hall undressing.,Same Scene,66.13
SYMIR_IA5TC,37.72,47.72,a person enters their house holding boxes.,Same Scene,66.13
SYMIR_IA5TC,61.82,67.42,person closing the cabinet.,Same Scene,66.13
SYMIR_IA5TC,48.02,55.52,a person is putting a box on the shelf.,Same Scene,66.13
SJ6X6_I3Q65,1.7,10.3,person runs up the driveway into the garage.,Same Scene,50.42
SJ6X6_I3Q65,7.9,12.8,person throws the book into red pillow over.,Same Scene,50.42
SJ6X6_I3Q65,30.01,35.71,person sit on the floor.,Same Scene,50.42
SJ6X6_I3Q65,34.81,42.01,person begin to put boxes on a shelf.,Same Scene,50.42
SJ6X6_I3Q65,34.81,42.01,person starts putting boxes on a shelf.,Same Scene,50.42
IR31O_M1FNW,5.6,12.9,person drinking a glass of water.,Same Scene,61.58
IR31O_M1FNW,1.3,7.7,a person is opening a book.,Same Scene,61.58
IR31O_M1FNW,32.76,37.86,person takes a laptop off a table.,Same Scene,61.58
HAA4O_BQ07S,16.0,30.2,person takes a picture out the window.,Same Scene,80.08
HAA4O_BQ07S,4.6,13.2,person closes the door.,Same Scene,80.08
HAA4O_BQ07S,16.0,30.2,person take a picture of a view outside the window.,Same Scene,80.08
HAA4O_BQ07S,39.96,55.26,a person is pouring water in a glass.,Same Scene,80.08
REH2U_TS880_LIP4U,0.0,13.3,a person is lying on a bed snuggling a pillow.,Same Scene,119.8
REH2U_TS880_LIP4U,43.46,50.86,a person walks through a doorway with a box.,Same Scene,119.8
REH2U_TS880_LIP4U,43.46,64.56,a person is holding a box.,Same Scene,119.8
REH2U_TS880_LIP4U,63.76,81.96,person dressing in the doorway of the bedroom.,Same Scene,119.8
REH2U_TS880_LIP4U,86.34,99.54,a person undressed.,Same Scene,119.8
Z1A0Q_3TK88,15.0,22.8,person stand up.,Same Scene,92.25
Z1A0Q_3TK88,6.0,19.2,person they begin sneezing uncontrollably.,Same Scene,92.25
Z1A0Q_3TK88,51.06,58.26,person turns on the light.,Same Scene,92.25
Z1A0Q_3TK88,51.06,58.26,person turns on a light.,Same Scene,92.25
Z1A0Q_3TK88,80.46,88.36,a person opens the door.,Same Scene,92.25
L8Y8D_SF6NU,30.6,36.5,person opens the refrigerator.,Same Scene,76.63
L8Y8D_SF6NU,54.71,58.31,one person runs in.,Same Scene,76.63
L8Y8D_SF6NU,54.71,58.31,a person running.,Same Scene,76.63
FM6KD_MMV3D,2.1,26.2,a person is reading a book.,Same Scene,99.91
FM6KD_MMV3D,3.1,10.7,person laughing at something.,Same Scene,99.91
FM6KD_MMV3D,2.1,26.2,person reading a book.,Same Scene,99.91
FM6KD_MMV3D,50.83,58.53,person holding a blanket.,Same Scene,99.91
8QTVQ_1QT62_L1Z8A,0.0,19.8,a person is holding clothes.,Same Scene,159.21
8QTVQ_1QT62_L1Z8A,0.0,19.8,person holding a pile of clothes.,Same Scene,159.21
8QTVQ_1QT62_L1Z8A,0.0,19.8,a man holding a bunch of clothes.,Same Scene,159.21
8QTVQ_1QT62_L1Z8A,74.8,81.0,a person is laughing.,Same Scene,159.21
8QTVQ_1QT62_L1Z8A,134.28,157.48,person start holding up a mirror to their face.,Same Scene,159.21
8QTVQ_1QT62_L1Z8A,106.28,129.18,a person is sitting on a couch.,Same Scene,159.21
YXN50_6H4D1_C8KER,18.7,25.2,person puts the water on the shelf.,Same Scene,133.75
YXN50_6H4D1_C8KER,38.38,48.48,person sit on the floor.,Same Scene,133.75
YXN50_6H4D1_C8KER,82.68,89.38,the person stand up an left the room.,Same Scene,133.75
YXN50_6H4D1_C8KER,47.48,66.78,person take off both shoes.,Same Scene,133.75
YXN50_6H4D1_C8KER,47.48,66.78,person takes off their shoes.,Same Scene,133.75
YXN50_6H4D1_C8KER,38.38,48.48,a person sits on a towel on the floor.,Same Scene,133.75
YXN50_6H4D1_C8KER,116.51,132.01,person closes the cabinet.,Same Scene,133.75
YXN50_6H4D1_C8KER,88.71,94.81,a person opens a cabinet door.,Same Scene,133.75
YXN50_6H4D1_C8KER,88.71,94.81,person opens another cabinet.,Same Scene,133.75
M5YLS_SFZ6Q_O76N2,14.3,22.2,a person is smiling.,Same Scene,84.12
M5YLS_SFZ6Q_O76N2,4.9,9.9,person they turn on the light.,Same Scene,84.12
M5YLS_SFZ6Q_O76N2,14.3,22.2,a smiling person is sitting in their bathroom.,Same Scene,84.12
M5YLS_SFZ6Q_O76N2,29.83,42.83,a person is dressing next to a shelf.,Same Scene,84.12
M5YLS_SFZ6Q_O76N2,75.28,83.78,person putting the bag on a table.,Same Scene,84.12
M5YLS_SFZ6Q_O76N2,59.58,69.08,a person opens a bag.,Same Scene,84.12
INQNU_6YZQO,9.2,14.8,person take a drink from a glass.,Same Scene,50.71
INQNU_6YZQO,9.2,14.8,person drinking a glass of milk.,Same Scene,50.71
INQNU_6YZQO,33.46,44.46,person walking to look out a window.,Same Scene,50.71
INQNU_6YZQO,24.46,29.46,person puts the pillow on the bed.,Same Scene,50.71
INQNU_6YZQO,26.66,36.66,person takes a picture of the outside with their phone.,Same Scene,50.71
INQNU_6YZQO,28.46,33.46,person holds a phone.,Same Scene,50.71
Z0Q5D_D444N_FNNTW,13.2,18.3,the person puts the phone down.,Same Scene,84.79
Z0Q5D_D444N_FNNTW,32.08,40.18,person starts laughing.,Same Scene,84.79
Z0Q5D_D444N_FNNTW,76.79,82.79,person periodically drinking from a glass.,Same Scene,84.79
Z0Q5D_D444N_FNNTW,76.79,82.79,the person drinks from a cup of coffee.,Same Scene,84.79
3MIWR_7B8EQ,8.3,13.0,person start sneezing.,Same Scene,57.29
3MIWR_7B8EQ,8.3,13.0,person begins sneezing.,Same Scene,57.29
3MIWR_7B8EQ,28.51,39.11,a person is undressing.,Same Scene,57.29
3MIWR_7B8EQ,28.51,39.11,person dressing in different clothes.,Same Scene,57.29
DG33V_2Q2LA,17.8,23.1,the person puts it on the table.,Same Scene,51.75
DG33V_2Q2LA,13.2,19.6,a person is closing a refrigerator.,Same Scene,51.75
DG33V_2Q2LA,30.29,40.39,person entering in the kitchen puts the dishes appropriatley.,Same Scene,51.75
KGMA5_VUXLB,0.0,5.3,a person opens a cabinet.,Same Scene,51.5
KGMA5_VUXLB,40.75,47.75,the person puts the glass back.,Same Scene,51.5
KGMA5_VUXLB,43.55,50.15,person putting the coffee down on a table.,Same Scene,51.5
VKKIQ_TU3IG,11.4,17.3,person closes the door.,Same Scene,39.66
VKKIQ_TU3IG,0.2,8.4,a person opens a refrigerator.,Same Scene,39.66
VKKIQ_TU3IG,3.6,11.0,the person takes out a bottle of iced coffee.,Same Scene,39.66
VKKIQ_TU3IG,11.2,17.0,person closes the refrigerator.,Same Scene,39.66
VKKIQ_TU3IG,26.98,32.48,a person eats food out of a box.,Same Scene,39.66
8EYHC_KW0K8_NGMK1,10.0,22.4,person begin sneezing.,Same Scene,57.87
8EYHC_KW0K8_NGMK1,10.0,22.4,a person is sneezing.,Same Scene,57.87
8EYHC_KW0K8_NGMK1,26.33,32.03,person talking on phone.,Same Scene,57.87
8EYHC_KW0K8_NGMK1,30.83,35.73,person begins to sit on a chair.,Same Scene,57.87
8EYHC_KW0K8_NGMK1,26.33,32.03,person talking on the phone.,Same Scene,57.87
8EYHC_KW0K8_NGMK1,30.83,35.73,a person sits down on a chair.,Same Scene,57.87
8EYHC_KW0K8_NGMK1,30.83,35.73,the person sits down in a chair.,Same Scene,57.87
8EYHC_KW0K8_NGMK1,26.33,32.03,a person is talking on the phone.,Same Scene,57.87
8EYHC_KW0K8_NGMK1,40.66,47.66,a person drinks out of a red cup.,Same Scene,57.87
MUVB8_DAIN7,18.0,22.9,person gets up turn on a light.,Same Scene,60.38
MUVB8_DAIN7,18.0,22.9,person reaching to turn on the light on the table.,Same Scene,60.38
MUVB8_DAIN7,50.36,56.76,person puts the phone down.,Same Scene,60.38
O495M_V00AL,4.0,17.3,person tidying up a table.,Same Scene,50.59
O495M_V00AL,1.0,9.1,a person is holding a book.,Same Scene,50.59
O495M_V00AL,29.92,37.32,a person talks on the phone.,Same Scene,50.59
O495M_V00AL,43.62,49.32,person laying down smiling on phone.,Same Scene,50.59
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,0.6,6.5,a person wearing a hoodie opens a cabinet.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,0.6,6.5,a person in a basement is opening a cabinet.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,0.6,6.5,a person opens a cabinet door.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,6.5,12.7,person closes a door to the outside that is open.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,6.5,12.7,closes the door.the person turns back to the cabinet.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,6.5,12.7,person closing a doorway.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,34.55,39.25,the person throws the stack of clothes onto a pillow.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,61.84,69.34,person they start sneezing.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,55.64,61.04,person take a picture with the camera.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,81.19,85.99,the person takes off their shoes.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,81.19,85.99,person take off their shoes.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,81.19,85.99,person take their shoes off.,Same Scene,105.41
LFBCQ_5FHH2_OWLRQ_9PAQ4_3XDQC,88.37,92.67,one person with hair in a towel is smiling.,Same Scene,105.41
0JHMW_I6PBQ_48CYX_H4IT6_16WZF,4.3,9.2,the person puts the glass down.,Same Scene,83.75
0JHMW_I6PBQ_48CYX_H4IT6_16WZF,16.25,22.85,a person is sneezing into a sink.,Same Scene,83.75
0JHMW_I6PBQ_48CYX_H4IT6_16WZF,53.25,57.85,person they take a book from atop a shelf.,Same Scene,83.75
0JHMW_I6PBQ_48CYX_H4IT6_16WZF,35.75,43.05,a person undresses in the bathroom.,Same Scene,83.75
0JHMW_I6PBQ_48CYX_H4IT6_16WZF,58.42,62.82,a person walks through a doorway holding a phone.,Same Scene,83.75
0JHMW_I6PBQ_48CYX_H4IT6_16WZF,58.42,62.82,person someone holding a phone.,Same Scene,83.75
0JHMW_I6PBQ_48CYX_H4IT6_16WZF,67.13,74.93,person holding a broom.,Same Scene,83.75
0JHMW_I6PBQ_48CYX_H4IT6_16WZF,69.93,75.63,person they put the broom down.,Same Scene,83.75
0JHMW_I6PBQ_48CYX_H4IT6_16WZF,69.93,75.63,person they put the broom aside.,Same Scene,83.75
XIVBU_ED6VQ_T4HF9_AI4NP_OZ5SV,0.0,6.5,person drinking a glass of water.,Same Scene,111.97
XIVBU_ED6VQ_T4HF9_AI4NP_OZ5SV,36.84,43.04,person they put the cup on a shelf.,Same Scene,111.97
XIVBU_ED6VQ_T4HF9_AI4NP_OZ5SV,68.72,76.12,person open a door.,Same Scene,111.97
XIVBU_ED6VQ_T4HF9_AI4NP_OZ5SV,68.72,76.12,person opens the door.,Same Scene,111.97
XIVBU_ED6VQ_T4HF9_AI4NP_OZ5SV,68.72,76.12,person opening a doorway.,Same Scene,111.97
XIVBU_ED6VQ_T4HF9_AI4NP_OZ5SV,79.94,87.74,person take out some clothes.,Same Scene,111.97
XIVBU_ED6VQ_T4HF9_AI4NP_OZ5SV,94.71,100.51,the person puts the book down.,Same Scene,111.97
O8S0J_WRFZW_FQGQS,0.0,8.4,a person is sitting at a desk as they eat.,Same Scene,58.08
O8S0J_WRFZW_FQGQS,22.38,31.68,the person pours water into a glass.,Same Scene,58.08
O8S0J_WRFZW_FQGQS,22.38,31.68,person pours some water in a cup.,Same Scene,58.08
O8S0J_WRFZW_FQGQS,46.25,50.55,a person opens a closet door.,Same Scene,58.08
O8S0J_WRFZW_FQGQS,46.95,51.55,person throws a pair of shoes inside.,Same Scene,58.08
J4RPL_CUB69_KLP7V,20.8,26.8,person they take a towel from their lap.,Same Scene,76.17
J4RPL_CUB69_KLP7V,0.0,4.6,person they take some homework out of a box.,Same Scene,76.17
J4RPL_CUB69_KLP7V,30.67,38.37,person sitting in a chair eating food out a plate.,Same Scene,76.17
J4RPL_CUB69_KLP7V,30.67,38.37,a person is eating at a table.,Same Scene,76.17
J4RPL_CUB69_KLP7V,56.98,62.48,person putting items on a shelf.,Same Scene,76.17
J4RPL_CUB69_KLP7V,56.98,62.48,the person puts some items on the shelf.,Same Scene,76.17
IDACP_JIS2Q_LW51F,4.9,14.4,person dresses into a coat.,Same Scene,52.8
IDACP_JIS2Q_LW51F,29.36,34.96,person opened the door.,Same Scene,52.8
IDACP_JIS2Q_LW51F,24.96,30.36,the person puts the bag down.,Same Scene,52.8
IDACP_JIS2Q_LW51F,47.93,53.63,the person closes the book.,Same Scene,52.8
IDACP_JIS2Q_LW51F,47.93,53.63,person closes the book.,Same Scene,52.8
OZ6SB_5AR9B_WULQ2_3OQ81_MWUIN,7.5,16.3,at this point the person had a sneezing fit.,Same Scene,104.83
OZ6SB_5AR9B_WULQ2_3OQ81_MWUIN,7.5,16.3,person they begin sneezing.,Same Scene,104.83
OZ6SB_5AR9B_WULQ2_3OQ81_MWUIN,18.83,24.73,person drinking out of a cup.,Same Scene,104.83
OZ6SB_5AR9B_WULQ2_3OQ81_MWUIN,18.83,24.73,person drinks from a coffee cup.,Same Scene,104.83
OZ6SB_5AR9B_WULQ2_3OQ81_MWUIN,61.04,65.54,person opens the door.,Same Scene,104.83
OZ6SB_5AR9B_WULQ2_3OQ81_MWUIN,65.0,71.9,person putting the bag on a shelf.,Same Scene,104.83
OZ6SB_5AR9B_WULQ2_3OQ81_MWUIN,65.0,71.6,person puts some groceries on a table.,Same Scene,104.83
OZ6SB_5AR9B_WULQ2_3OQ81_MWUIN,84.63,92.33,the person puts the pillow on a chair.,Same Scene,104.83
YUGJJ_IDDTF,13.0,21.3,person opens a book.,Same Scene,52.16
YUGJJ_IDDTF,41.73,48.93,person eating something.,Same Scene,52.16
55MRE_2YO6G,0.0,3.2,person throwing them on to floor.,Same Scene,32.58
55MRE_2YO6G,0.0,3.2,person throwing clothes on the floor.,Same Scene,32.58
55MRE_2YO6G,0.0,4.1,a person eats.,Same Scene,32.58
55MRE_2YO6G,0.0,4.1,person eating food.,Same Scene,32.58
55MRE_2YO6G,21.04,26.04,a person is opening the refrigerator.,Same Scene,32.58
55MRE_2YO6G,27.34,32.04,person they close the door.,Same Scene,32.58
55MRE_2YO6G,21.04,26.04,a person opens a refrigerator.,Same Scene,32.58
K5DIB_RVLXD,12.2,18.4,person turns off a light.,Same Scene,44.59
K5DIB_RVLXD,12.2,18.4,person turns off the light.,Same Scene,44.59
K5DIB_RVLXD,0.0,10.3,person looking at a book.,Same Scene,44.59
K5DIB_RVLXD,32.17,38.07,person they open a cabinet.,Same Scene,44.59
K5DIB_RVLXD,41.17,45.67,person grab the doorknob to open the door.,Same Scene,44.59
K5DIB_RVLXD,40.57,45.67,person holding a doorknob.,Same Scene,44.59
8X49S_5XKVP,1.4,8.4,person eats a sandwich.,Same Scene,34.21
8X49S_5XKVP,7.0,13.7,person drinking from a glass.,Same Scene,34.21
8X49S_5XKVP,1.4,8.4,person they eat some food.,Same Scene,34.21
8X49S_5XKVP,21.21,27.51,a person is sitting on a chair.,Same Scene,34.21
8X49S_5XKVP,22.71,28.81,person stand up.,Same Scene,34.21
8X49S_5XKVP,21.21,27.51,a person is sitting in a chair at a desk.,Same Scene,34.21
8X49S_5XKVP,26.91,32.71,person throw the shoes.,Same Scene,34.21
PW9P0_ZDFOL,0.0,6.5,a person is undressing in a home office.,Same Scene,31.25
PW9P0_ZDFOL,0.0,6.5,a person is sitting down undressing.,Same Scene,31.25
PW9P0_ZDFOL,25.41,30.31,person puts the book down very hard on the desk.,Same Scene,31.25
PW9P0_ZDFOL,25.41,30.31,holding the book the person decides to put on shoes.,Same Scene,31.25
PW9P0_ZDFOL,13.21,17.51,a person reading a book.,Same Scene,31.25
8QL4N_CWM1T,12.1,23.0,person eats it.,Same Scene,44.88
8QL4N_CWM1T,12.0,23.0,person they eat the sandwich.,Same Scene,44.88
8QL4N_CWM1T,22.0,33.3,a person is cooking on the stove.,Same Scene,44.88
